Year,Player,Team,Matches,Balls,Overs,Runs Given,Wickets,Economy Rate,Average,Strike Rate,Dots,4s,6s,Boundaries Conceded,Wides,No Balls,Extras Given
2012,AM Nayar,Punjab Kings,1,6,1.0,16,0,16.0,,,0,0,2,2,0,0,0
2012,AN Ahmed,Mumbai Indians,1,12,2.0,17,0,8.5,,,5,1,1,2,1,0,1
2012,AUK Pathan,Royal Challengers Bengaluru,1,6,1.0,14,0,14.0,,,2,0,2,2,0,0,0
2012,Anand Rajan,Deccan Chargers,4,71,11.5,109,3,9.21,36.33,23.67,18,12,3,15,4,1,5
2012,Ankit Sharma,Deccan Chargers,9,145,24.1,165,4,6.83,41.25,36.25,62,8,9,17,2,0,2
2012,Azhar Mahmood,Punjab Kings,11,256,42.4,329,14,7.71,23.5,18.29,95,38,4,42,11,6,17
2012,B Kumar,Pune Warriors,11,234,39.0,281,8,7.21,35.12,29.25,86,22,10,32,9,2,11
2012,B Lee,Kolkata Knight Riders,10,228,38.0,299,7,7.87,42.71,32.57,99,30,12,42,4,3,7
2012,BA Bhatt,Punjab Kings,5,99,16.3,136,2,8.24,68.0,49.5,26,13,4,17,0,2,2
2012,BJ Hodge,Rajasthan Royals,2,12,2.0,21,1,10.5,21.0,12.0,2,2,1,3,0,0,0
2012,BW Hilfenhaus,Chennai Super Kings,9,204,34.0,233,14,6.85,16.64,14.57,103,23,9,32,9,4,13
2012,Bipul Sharma,Punjab Kings,3,46,7.4,79,0,10.3,,,13,3,6,9,6,0,6
2012,CH Gayle,Royal Challengers Bengaluru,3,28,4.4,66,0,14.14,,,5,7,4,11,2,0,2
2012,CJ McKay,Mumbai Indians,2,42,7.0,60,1,8.57,60.0,42.0,14,8,1,9,0,0,0
2012,CL White,Deccan Chargers,2,18,3.0,27,0,9.0,,,1,1,1,2,2,0,2
2012,DAJ Bracewell,Delhi Capitals,1,24,4.0,32,3,8.0,10.67,8.0,10,2,2,4,1,0,1
2012,DE Bollinger,Chennai Super Kings,6,108,18.0,157,8,8.72,19.62,13.5,46,23,4,27,5,0,5
2012,DJ Bravo,Chennai Super Kings,18,346,57.4,462,15,8.01,30.8,23.07,110,42,13,55,20,0,20
2012,DJ Harris,Deccan Chargers,2,18,3.0,26,0,8.67,,,4,2,1,3,0,0,0
2012,DJ Hussey,Punjab Kings,6,54,9.0,63,3,7.0,21.0,18.0,14,3,3,6,1,0,1
2012,DL Vettori,Royal Challengers Bengaluru,9,210,35.0,236,5,6.74,47.2,42.0,66,16,5,21,2,0,2
2012,DR Smith,Mumbai Indians,6,78,13.0,95,2,7.31,47.5,39.0,28,9,3,12,0,2,2
2012,DS Kulkarni,Mumbai Indians,2,48,8.0,64,6,8.0,10.67,8.0,23,6,2,8,5,0,5
2012,DT Christian,Deccan Chargers,7,162,27.0,233,8,8.63,29.12,20.25,51,21,8,29,7,0,7
2012,DW Steyn,Deccan Chargers,12,280,46.4,285,18,6.11,15.83,15.56,138,35,2,37,9,5,14
2012,F du Plessis,Chennai Super Kings,1,6,1.0,16,0,16.0,,,0,0,2,2,0,0,0
2012,GB Hogg,Rajasthan Royals,9,216,36.0,253,10,7.03,25.3,21.6,73,18,5,23,7,5,12
2012,GJ Maxwell,Delhi Capitals,2,18,3.0,22,1,7.33,22.0,18.0,6,1,1,2,1,0,1
2012,HV Patel,Royal Challengers Bengaluru,11,246,41.0,340,9,8.29,37.78,27.33,78,33,11,44,3,0,3
2012,Harbhajan Singh,Mumbai Indians,16,324,54.0,384,6,7.11,64.0,54.0,117,26,14,40,17,0,17
2012,Harmeet Singh,Punjab Kings,7,134,22.2,191,7,8.55,27.29,19.14,40,18,5,23,5,7,12
2012,IK Pathan,Delhi Capitals,17,360,60.0,465,8,7.75,58.12,45.0,145,56,14,70,6,0,6
2012,Iqbal Abdulla,Kolkata Knight Riders,8,132,22.0,144,4,6.55,36.0,33.0,46,9,4,13,4,0,4
2012,J Botha,Rajasthan Royals,11,246,41.0,297,9,7.24,33.0,27.33,87,26,8,34,5,0,5
2012,J Syed Mohammad,Royal Challengers Bengaluru,2,42,7.0,65,0,9.29,,,8,3,3,6,1,0,1
2012,J Theron,Deccan Chargers,2,48,8.0,66,2,8.25,33.0,24.0,18,5,3,8,2,7,9
2012,JA Morkel,Chennai Super Kings,15,297,49.3,385,13,7.78,29.62,22.85,118,44,9,53,17,1,18
2012,JD Ryder,Pune Warriors,4,42,7.0,70,1,10.0,70.0,42.0,10,6,3,9,2,0,2
2012,JD Unadkat,Kolkata Knight Riders,1,18,3.0,32,0,10.67,,,2,1,2,3,0,0,0
2012,JEC Franklin,Mumbai Indians,9,90,15.0,121,6,8.07,20.17,15.0,25,13,2,15,2,0,2
2012,JH Kallis,Kolkata Knight Riders,16,324,54.0,403,15,7.46,26.87,21.6,112,46,6,52,10,2,12
2012,JP Duminy,Deccan Chargers,6,72,12.0,104,1,8.67,104.0,72.0,22,6,5,11,6,0,6
2012,JP Faulkner,Punjab Kings,2,48,8.0,72,3,9.0,24.0,16.0,14,7,3,10,1,0,1
2012,K Upadhyay,Pune Warriors,1,24,4.0,33,0,8.25,,,10,3,2,5,0,0,0
2012,KA Pollard,Mumbai Indians,14,263,43.5,350,16,7.98,21.88,16.44,85,27,11,38,22,1,23
2012,KK Cooper,Rajasthan Royals,6,144,24.0,174,10,7.25,17.4,14.4,52,12,7,19,5,0,5
2012,KMDN Kulasekara,Chennai Super Kings,4,84,14.0,94,4,6.71,23.5,21.0,38,12,0,12,4,0,4
2012,KP Appanna,Royal Challengers Bengaluru,6,102,17.0,148,6,8.71,24.67,17.0,35,11,7,18,6,0,6
2012,KP Pietersen,Delhi Capitals,3,36,6.0,53,0,8.83,,,10,3,2,5,4,0,4
2012,L Balaji,Kolkata Knight Riders,8,180,30.0,162,11,5.4,14.73,16.36,83,13,3,16,11,0,11
2012,LJ Wright,Pune Warriors,1,12,2.0,24,0,12.0,,,2,1,2,3,0,0,0
2012,LR Shukla,Kolkata Knight Riders,2,12,2.0,12,1,6.0,12.0,12.0,5,1,0,1,0,0,0
2012,M Kartik,Pune Warriors,11,216,36.0,266,4,7.39,66.5,54.0,76,17,9,26,13,2,15
2012,M Morkel,Delhi Capitals,16,378,63.0,453,25,7.19,18.12,15.12,154,49,9,58,14,5,19
2012,M Muralitharan,Royal Challengers Bengaluru,10,240,40.0,260,15,6.5,17.33,16.0,82,13,9,22,5,0,5
2012,M de Lange,Kolkata Knight Riders,3,60,10.0,107,3,10.7,35.67,20.0,17,13,4,17,3,1,4
2012,MJ Clarke,Pune Warriors,5,66,11.0,67,2,6.09,33.5,33.0,22,4,2,6,0,0,0
2012,MM Patel,Mumbai Indians,12,280,46.4,367,15,7.86,24.47,18.67,123,30,19,49,4,9,13
2012,MN Samuels,Pune Warriors,8,172,28.4,216,8,7.53,27.0,21.5,66,19,8,27,5,0,5
2012,MS Gony,Deccan Chargers,6,144,24.0,207,3,8.62,69.0,48.0,58,16,12,28,6,1,7
2012,NLTC Perera,Mumbai Indians,2,15,2.3,27,0,10.8,,,2,2,1,3,0,0,0
2012,P Awana,Punjab Kings,12,282,47.0,372,17,7.91,21.88,16.59,112,33,15,48,13,1,14
2012,P Kumar,Punjab Kings,16,378,63.0,434,9,6.89,48.22,42.0,168,47,9,56,22,0,22
2012,P Negi,Delhi Capitals,6,132,22.0,152,7,6.91,21.71,18.86,49,9,7,16,1,0,1
2012,P Parameswaran,Royal Challengers Bengaluru,3,60,10.0,87,5,8.7,17.4,12.0,23,9,3,12,2,0,2
2012,PC Valthaty,Punjab Kings,1,6,1.0,16,0,16.0,,,1,2,1,3,0,0,0
2012,PJ Sangwan,Kolkata Knight Riders,1,24,4.0,42,1,10.5,42.0,24.0,5,4,1,5,5,0,5
2012,PP Chawla,Punjab Kings,16,342,57.0,419,16,7.35,26.19,21.38,124,25,19,44,6,0,6
2012,PP Ojha,Mumbai Indians,9,180,30.0,220,9,7.33,24.44,20.0,66,8,12,20,8,7,15
2012,Pankaj Singh,Rajasthan Royals,6,126,21.0,170,7,8.1,24.29,18.0,57,25,4,29,1,0,1
2012,R Ashwin,Chennai Super Kings,18,395,65.5,431,14,6.55,30.79,28.21,141,25,13,38,10,2,12
2012,R Bhatia,Kolkata Knight Riders,16,319,53.1,389,13,7.32,29.92,24.54,82,21,13,34,3,2,5
2012,R Sharma,Pune Warriors,11,222,37.0,300,9,8.11,33.33,24.67,72,20,16,36,2,0,2
2012,R Shukla,Mumbai Indians,1,18,3.0,31,0,10.33,,,5,4,1,5,1,0,1
2012,R Vinay Kumar,Royal Challengers Bengaluru,14,335,55.5,480,19,8.6,25.26,17.63,123,44,20,64,9,7,16
2012,RA Jadeja,Chennai Super Kings,14,210,35.0,273,12,7.8,22.75,17.5,65,17,11,28,14,0,14
2012,RE van der Merwe,Delhi Capitals,3,60,10.0,60,2,6.0,30.0,30.0,26,3,2,5,1,0,1
2012,RG Sharma,Mumbai Indians,1,6,1.0,16,0,16.0,,,1,0,2,2,0,0,0
2012,RJ Harris,Punjab Kings,5,108,18.0,130,8,7.22,16.25,13.5,48,17,3,20,1,0,1
2012,RJ Peterson,Mumbai Indians,4,48,8.0,70,3,8.75,23.33,16.0,21,5,5,10,0,0,0
2012,RN ten Doeschate,Kolkata Knight Riders,1,18,3.0,24,1,8.0,24.0,18.0,2,1,0,1,4,0,4
2012,RP Singh,Mumbai Indians,11,246,41.0,318,10,7.76,31.8,24.6,103,37,8,45,13,9,22
2012,RR Bhatkal,Royal Challengers Bengaluru,1,12,2.0,35,0,17.5,,,0,2,3,5,0,0,0
2012,RR Powar,Punjab Kings,1,18,3.0,32,0,10.67,,,3,3,1,4,0,0,0
2012,S Aravind,Royal Challengers Bengaluru,1,18,3.0,48,0,16.0,,,5,10,1,11,0,0,0
2012,S Dhawan,Deccan Chargers,4,36,6.0,55,3,9.17,18.33,12.0,12,7,2,9,1,0,1
2012,S Nadeem,Delhi Capitals,12,270,45.0,318,8,7.07,39.75,33.75,88,21,11,32,5,0,5
2012,SB Jakati,Chennai Super Kings,15,246,41.0,336,9,8.2,37.33,27.33,76,27,13,40,6,0,6
2012,SC Ganguly,Pune Warriors,4,60,10.0,95,2,9.5,47.5,30.0,10,7,4,11,0,2,2
2012,SK Raina,Chennai Super Kings,7,84,14.0,105,2,7.5,52.5,42.0,21,5,5,10,1,0,1
2012,SK Trivedi,Rajasthan Royals,14,312,52.0,380,13,7.31,29.23,24.0,90,25,9,34,19,9,28
2012,SL Malinga,Mumbai Indians,14,333,55.3,350,22,6.31,15.91,15.14,145,31,5,36,18,1,19
2012,SP Narine,Kolkata Knight Riders,15,355,59.1,324,24,5.48,13.5,14.79,164,17,10,27,6,0,6
2012,SPD Smith,Pune Warriors,1,2,0.2,5,0,15.0,,,0,1,0,1,0,0,0
2012,SR Watson,Rajasthan Royals,7,138,23.0,161,6,7.0,26.83,23.0,62,23,2,25,5,1,6
2012,STR Binny,Rajasthan Royals,6,60,10.0,78,3,7.8,26.0,20.0,15,8,0,8,0,0,0
2012,SW Tait,Rajasthan Royals,6,137,22.5,151,6,6.61,25.17,22.83,65,11,2,13,23,3,26
2012,Shakib Al Hasan,Kolkata Knight Riders,8,180,30.0,195,12,6.5,16.25,15.0,68,11,6,17,5,0,5
2012,Sunny Gupta,Delhi Capitals,1,18,3.0,47,0,15.67,,,0,4,3,7,2,0,2
2012,TM Dilshan,Royal Challengers Bengaluru,5,42,7.0,77,0,11.0,,,9,9,3,12,2,0,2
2012,TP Sudhindra,Deccan Chargers,3,70,11.4,136,1,11.66,136.0,70.0,18,9,9,18,3,5,8
2012,UT Yadav,Delhi Capitals,17,366,61.0,453,19,7.43,23.84,19.26,145,45,12,57,14,11,25
2012,V Kohli,Royal Challengers Bengaluru,2,18,3.0,49,0,16.33,,,2,4,4,8,0,0,0
2012,V Pratap Singh,Deccan Chargers,9,204,34.0,296,10,8.71,29.6,20.4,71,31,10,41,7,0,7
2012,V Sehwag,Delhi Capitals,3,24,4.0,45,0,11.25,,,7,6,2,8,0,0,0
2012,VR Aaron,Delhi Capitals,8,186,31.0,271,8,8.74,33.88,23.25,73,32,8,40,7,0,7
2012,VY Mahesh,Chennai Super Kings,4,56,9.2,81,3,8.68,27.0,18.67,18,7,3,10,5,0,5
2012,WD Parnell,Pune Warriors,6,126,21.0,128,5,6.1,25.6,25.2,51,11,1,12,1,4,5
2012,Y Nagar,Delhi Capitals,1,6,1.0,10,0,10.0,,,1,1,0,1,2,0,2
2012,Y Venugopal Rao,Delhi Capitals,2,12,2.0,26,0,13.0,,,3,4,1,5,0,0,0
2012,YK Pathan,Kolkata Knight Riders,12,132,22.0,182,3,8.27,60.67,44.0,46,13,9,22,9,0,9
2012,Z Khan,Royal Challengers Bengaluru,15,360,60.0,453,17,7.55,26.65,21.18,146,49,12,61,11,0,11
2013,A Ashish Reddy,Sunrisers Hyderabad,5,40,6.4,70,3,10.5,23.33,13.33,10,7,3,10,1,0,1
2013,A Chandila,Rajasthan Royals,8,150,25.0,156,6,6.24,26.0,25.0,64,14,4,18,0,0,0
2013,A Mishra,Sunrisers Hyderabad,17,372,62.0,394,21,6.35,18.76,17.71,151,21,16,37,2,9,11
2013,A Mithun,Royal Challengers Bengaluru,1,24,4.0,37,1,9.25,37.0,24.0,9,6,0,6,1,0,1
2013,A Nehra,Delhi Capitals,10,216,36.0,316,11,8.78,28.73,19.64,84,33,13,46,9,0,9
2013,AA Chavan,Rajasthan Royals,3,54,9.0,63,1,7.0,63.0,54.0,28,4,4,8,2,0,2
2013,AB Agarkar,Delhi Capitals,4,60,10.0,92,0,9.2,,,17,6,5,11,3,0,3
2013,AB Dinda,Pune Warriors,13,294,49.0,465,16,9.49,29.06,18.38,105,55,15,70,8,9,17
2013,AB McDonald,Royal Challengers Bengaluru,1,12,2.0,17,1,8.5,17.0,12.0,4,3,0,3,0,0,0
2013,AC Gilchrist,Punjab Kings,1,1,0.1,0,1,0.0,0.0,1.0,1,0,0,0,0,0,0
2013,AD Mascarenhas,Punjab Kings,1,24,4.0,25,0,6.25,,,7,2,0,2,0,0,0
2013,AD Mathews,Pune Warriors,10,186,31.0,240,5,7.74,48.0,37.2,50,19,4,23,10,0,10
2013,AD Russell,Delhi Capitals,3,42,7.0,68,0,9.71,,,10,5,3,8,2,0,2
2013,AG Murtaza,Pune Warriors,3,60,10.0,94,3,9.4,31.33,20.0,17,7,6,13,2,0,2
2013,AJ Finch,Pune Warriors,3,24,4.0,49,1,12.25,49.0,24.0,5,3,4,7,0,0,0
2013,AM Nayar,Pune Warriors,3,48,8.0,59,2,7.38,29.5,24.0,13,4,0,4,3,0,3
2013,AN Ahmed,Mumbai Indians,2,42,7.0,45,3,6.43,15.0,14.0,21,5,1,6,0,0,0
2013,AS Rajpoot,Chennai Super Kings,2,24,4.0,35,1,8.75,35.0,24.0,8,5,1,6,1,0,1
2013,Anand Rajan,Sunrisers Hyderabad,2,48,8.0,42,2,5.25,21.0,24.0,24,2,1,3,3,0,3
2013,Ankit Sharma,Sunrisers Hyderabad,1,12,2.0,17,0,8.5,,,5,2,0,2,0,0,0
2013,Azhar Mahmood,Punjab Kings,11,263,43.5,330,15,7.53,22.0,17.53,99,30,12,42,3,1,4
2013,B Kumar,Pune Warriors,16,342,57.0,371,13,6.51,28.54,26.31,167,43,5,48,26,1,27
2013,B Laughlin,Chennai Super Kings,2,42,7.0,71,1,10.14,71.0,42.0,9,7,2,9,3,0,3
2013,B Lee,Kolkata Knight Riders,3,72,12.0,86,4,7.17,21.5,18.0,34,11,2,13,3,0,3
2013,BA Bhatt,Punjab Kings,2,30,5.0,32,1,6.4,32.0,30.0,12,4,0,4,1,0,1
2013,BAW Mendis,Pune Warriors,3,72,12.0,78,2,6.5,39.0,36.0,29,7,2,9,0,0,0
2013,BJ Hodge,Rajasthan Royals,1,6,1.0,3,0,3.0,,,3,0,0,0,0,0,0
2013,BJ Rohrer,Delhi Capitals,1,6,1.0,12,0,12.0,,,1,2,0,2,1,0,1
2013,BMAJ Mendis,Delhi Capitals,2,30,5.0,36,1,7.2,36.0,30.0,11,2,2,4,0,0,0
2013,Bipul Sharma,Punjab Kings,1,24,4.0,21,1,5.25,21.0,24.0,11,1,1,2,0,0,0
2013,CH Gayle,Royal Challengers Bengaluru,4,24,4.0,40,3,10.0,13.33,8.0,10,5,2,7,1,0,1
2013,CH Morris,Chennai Super Kings,16,300,50.0,401,15,8.02,26.73,20.0,113,39,12,51,9,1,10
2013,CL White,Sunrisers Hyderabad,2,12,2.0,16,1,8.0,16.0,12.0,5,1,1,2,0,0,0
2013,DJ Bravo,Chennai Super Kings,18,375,62.3,497,32,7.95,15.53,11.72,135,41,18,59,16,1,17
2013,DJ Hussey,Punjab Kings,4,66,11.0,91,0,8.27,,,19,7,4,11,2,0,2
2013,DJG Sammy,Sunrisers Hyderabad,9,134,22.2,168,8,7.52,21.0,16.75,50,14,5,19,4,3,7
2013,DP Nannes,Chennai Super Kings,5,119,19.5,158,4,7.97,39.5,29.75,50,16,4,20,10,3,13
2013,DR Smith,Mumbai Indians,3,30,5.0,59,2,11.8,29.5,15.0,7,7,2,9,0,3,3
2013,DS Kulkarni,Mumbai Indians,6,112,18.4,151,8,8.09,18.88,14.0,53,15,6,21,8,3,11
2013,DT Christian,Royal Challengers Bengaluru,2,36,6.0,55,0,9.17,,,14,3,4,7,0,6,6
2013,DW Steyn,Sunrisers Hyderabad,17,413,68.5,399,19,5.8,21.0,21.74,211,39,7,46,22,0,22
2013,GB Hogg,Rajasthan Royals,1,20,3.2,31,0,9.3,,,5,1,2,3,2,0,2
2013,GH Vihari,Sunrisers Hyderabad,5,36,6.0,38,1,6.33,38.0,36.0,17,4,1,5,1,0,1
2013,GJ Maxwell,Mumbai Indians,2,12,2.0,23,0,11.5,,,2,1,2,3,0,0,0
2013,Harbhajan Singh,Mumbai Indians,19,420,70.0,456,24,6.51,19.0,17.5,163,29,15,44,12,5,17
2013,Harmeet Singh,Punjab Kings,3,68,11.2,87,5,7.68,17.4,13.6,27,7,4,11,2,1,3
2013,Harmeet Singh,Rajasthan Royals,1,24,4.0,34,1,8.5,34.0,24.0,12,3,2,5,1,0,1
2013,I Sharma,Sunrisers Hyderabad,16,358,59.4,466,15,7.81,31.07,23.87,160,48,16,64,16,7,23
2013,IC Pandey,Pune Warriors,2,24,4.0,50,1,12.5,50.0,24.0,7,10,0,10,0,5,5
2013,IK Pathan,Delhi Capitals,15,308,51.2,382,10,7.44,38.2,30.8,134,49,8,57,8,0,8
2013,Iqbal Abdulla,Kolkata Knight Riders,5,113,18.5,142,7,7.54,20.29,16.14,41,8,8,16,0,0,0
2013,J Botha,Delhi Capitals,6,100,16.4,109,5,6.54,21.8,20.0,37,8,3,11,2,0,2
2013,J Syed Mohammad,Royal Challengers Bengaluru,4,60,10.0,91,3,9.1,30.33,20.0,10,8,2,10,2,0,2
2013,JA Morkel,Chennai Super Kings,7,144,24.0,159,7,6.62,22.71,20.57,59,16,4,20,6,0,6
2013,JD Unadkat,Royal Challengers Bengaluru,13,294,49.0,370,13,7.55,28.46,22.62,102,40,7,47,5,0,5
2013,JDP Oram,Mumbai Indians,1,24,4.0,22,0,5.5,,,11,3,0,3,2,0,2
2013,JH Kallis,Kolkata Knight Riders,15,318,53.0,394,16,7.43,24.62,19.88,112,36,12,48,7,12,19
2013,JJ Bumrah,Mumbai Indians,2,42,7.0,70,3,10.0,23.33,14.0,16,10,2,12,1,2,3
2013,JO Holder,Chennai Super Kings,6,120,20.0,168,2,8.4,84.0,60.0,47,17,6,23,5,0,5
2013,JP Faulkner,Rajasthan Royals,16,379,63.1,427,28,6.76,15.25,13.54,161,41,9,50,16,0,16
2013,K Upadhyay,Pune Warriors,2,30,5.0,48,0,9.6,,,10,6,1,7,2,0,2
2013,KA Pollard,Mumbai Indians,14,186,31.0,292,10,9.42,29.2,18.6,60,25,13,38,11,0,11
2013,KK Cooper,Rajasthan Royals,14,324,54.0,449,19,8.31,23.63,17.05,98,37,11,48,25,0,25
2013,KV Sharma,Sunrisers Hyderabad,13,209,34.5,230,11,6.6,20.91,19.0,88,14,11,25,2,0,2
2013,KW Richardson,Pune Warriors,3,71,11.5,101,2,8.54,50.5,35.5,28,6,7,13,2,0,2
2013,L Balaji,Kolkata Knight Riders,13,300,50.0,387,12,7.74,32.25,25.0,113,34,14,48,12,0,12
2013,LJ Wright,Pune Warriors,5,59,9.5,100,2,10.17,50.0,29.5,12,4,7,11,4,0,4
2013,LR Shukla,Kolkata Knight Riders,2,18,3.0,22,1,7.33,22.0,18.0,7,3,0,3,0,0,0
2013,M Kartik,Royal Challengers Bengaluru,11,234,39.0,284,9,7.28,31.56,26.0,71,18,7,25,9,0,9
2013,M Morkel,Delhi Capitals,10,240,40.0,335,7,8.38,47.86,34.29,91,33,10,43,4,4,8
2013,M Muralitharan,Royal Challengers Bengaluru,6,138,23.0,177,3,7.7,59.0,46.0,42,14,8,22,2,1,3
2013,MC Henriques,Royal Challengers Bengaluru,8,127,21.1,185,7,8.74,26.43,18.14,50,22,6,28,5,0,5
2013,MG Johnson,Mumbai Indians,17,384,64.0,459,24,7.17,19.12,16.0,188,59,9,68,23,0,23
2013,MG Neser,Punjab Kings,1,24,4.0,62,0,15.5,,,5,6,4,10,0,3,3
2013,MM Patel,Mumbai Indians,4,90,15.0,137,3,9.13,45.67,30.0,32,18,3,21,1,0,1
2013,MM Sharma,Chennai Super Kings,15,304,50.4,326,20,6.43,16.3,15.2,161,44,7,51,7,0,7
2013,MN Samuels,Pune Warriors,1,24,4.0,34,1,8.5,34.0,24.0,8,3,1,4,1,0,1
2013,MR Marsh,Pune Warriors,7,116,19.2,182,7,9.41,26.0,16.57,35,12,11,23,5,1,6
2013,MS Gony,Punjab Kings,8,168,28.0,256,7,9.14,36.57,24.0,62,27,12,39,6,1,7
2013,Mohammed Shami,Kolkata Knight Riders,3,54,9.0,78,1,8.67,78.0,54.0,21,9,2,11,7,0,7
2013,NLTC Perera,Sunrisers Hyderabad,16,358,59.4,478,19,8.01,25.16,18.84,136,53,13,66,9,6,15
2013,NM Coulter-Nile,Mumbai Indians,1,24,4.0,29,1,7.25,29.0,24.0,11,5,0,5,1,0,1
2013,P Awana,Punjab Kings,14,324,54.0,412,15,7.63,27.47,21.6,133,44,11,55,6,10,16
2013,P Kumar,Punjab Kings,15,338,56.2,373,12,6.62,31.08,28.17,155,34,12,46,18,0,18
2013,P Negi,Delhi Capitals,1,24,4.0,28,0,7.0,,,3,1,0,1,2,0,2
2013,P Suyal,Mumbai Indians,1,18,3.0,21,1,7.0,21.0,18.0,9,2,1,3,1,0,1
2013,PJ Sangwan,Kolkata Knight Riders,2,24,4.0,51,0,12.75,,,7,5,3,8,2,2,4
2013,PP Chawla,Punjab Kings,16,350,58.2,418,11,7.17,38.0,31.82,117,33,12,45,2,0,2
2013,PP Ojha,Mumbai Indians,15,314,52.2,381,16,7.28,23.81,19.62,108,27,15,42,8,0,8
2013,PV Tambe,Rajasthan Royals,3,66,11.0,88,1,8.0,88.0,66.0,20,10,1,11,4,0,4
2013,Parvez Rasool,Pune Warriors,2,30,5.0,28,1,5.6,28.0,30.0,12,3,0,3,0,0,0
2013,R Ashwin,Chennai Super Kings,18,348,58.0,390,15,6.72,26.0,23.2,121,20,17,37,6,0,6
2013,R Bhatia,Kolkata Knight Riders,15,263,43.5,332,11,7.57,30.18,23.91,59,23,8,31,5,0,5
2013,R Dhawan,Mumbai Indians,5,90,15.0,109,2,7.27,54.5,45.0,34,10,2,12,3,3,6
2013,R McLaren,Kolkata Knight Riders,2,42,7.0,94,3,13.43,31.33,14.0,17,12,5,17,8,0,8
2013,R Rampaul,Royal Challengers Bengaluru,10,232,38.4,272,15,7.03,18.13,15.47,112,21,13,34,7,3,10
2013,R Sathish,Punjab Kings,3,24,4.0,51,0,12.75,,,1,5,2,7,0,0,0
2013,R Sharma,Pune Warriors,11,246,41.0,281,9,6.85,31.22,27.33,85,21,7,28,1,0,1
2013,R Shukla,Rajasthan Royals,3,48,8.0,79,3,9.88,26.33,16.0,15,10,1,11,5,0,5
2013,R Vinay Kumar,Royal Challengers Bengaluru,16,367,61.1,513,23,8.39,22.3,15.96,124,48,15,63,7,6,13
2013,RA Jadeja,Chennai Super Kings,15,259,43.1,323,13,7.48,24.85,19.92,95,18,17,35,2,2,4
2013,RE van der Merwe,Delhi Capitals,3,66,11.0,71,3,6.45,23.67,22.0,25,5,2,7,1,0,1
2013,RG Sharma,Mumbai Indians,2,8,1.2,6,0,4.5,,,3,0,0,0,1,0,1
2013,RJ Harris,Punjab Kings,3,72,12.0,72,1,6.0,72.0,72.0,40,13,0,13,2,0,2
2013,RN ten Doeschate,Kolkata Knight Riders,3,18,3.0,24,0,8.0,,,4,1,1,2,0,0,0
2013,RP Singh,Royal Challengers Bengaluru,11,239,39.5,335,13,8.41,25.77,18.38,88,35,9,44,10,4,14
2013,RV Gomez,Pune Warriors,1,6,1.0,5,0,5.0,,,4,1,0,1,0,0,0
2013,S Badree,Rajasthan Royals,1,24,4.0,34,0,8.5,,,7,3,1,4,1,0,1
2013,S Kaul,Delhi Capitals,6,131,21.5,170,4,7.79,42.5,32.75,44,17,4,21,6,0,6
2013,S Ladda,Kolkata Knight Riders,1,12,2.0,18,1,9.0,18.0,12.0,3,1,1,2,0,0,0
2013,S Nadeem,Delhi Capitals,12,264,44.0,259,9,5.89,28.78,29.33,95,16,6,22,4,0,4
2013,S Narwal,Kolkata Knight Riders,1,12,2.0,17,0,8.5,,,6,3,0,3,2,0,2
2013,S Sreesanth,Rajasthan Royals,7,130,21.4,163,5,7.52,32.6,26.0,67,20,6,26,3,10,13
2013,SK Raina,Chennai Super Kings,2,12,2.0,23,1,11.5,23.0,12.0,2,1,2,3,0,0,0
2013,SK Trivedi,Rajasthan Royals,17,359,59.5,410,12,6.85,34.17,29.92,122,32,7,39,10,0,10
2013,SL Malinga,Mumbai Indians,17,392,65.2,468,20,7.16,23.4,19.6,147,52,9,61,12,3,15
2013,SMSM Senanayake,Kolkata Knight Riders,8,192,32.0,209,9,6.53,23.22,21.33,73,17,5,22,3,0,3
2013,SP Narine,Kolkata Knight Riders,16,384,64.0,350,22,5.47,15.91,17.45,180,28,8,36,3,0,3
2013,SR Watson,Rajasthan Royals,13,250,41.4,298,13,7.15,22.92,19.23,101,31,8,39,6,0,6
2013,STR Binny,Rajasthan Royals,14,144,24.0,162,6,6.75,27.0,24.0,57,11,5,16,5,0,5
2013,SW Tait,Rajasthan Royals,3,60,10.0,98,1,9.8,98.0,60.0,23,13,1,14,14,0,14
2013,Sandeep Sharma,Punjab Kings,4,96,16.0,119,8,7.44,14.88,12.0,41,14,4,18,0,3,3
2013,TL Suman,Pune Warriors,1,12,2.0,15,1,7.5,15.0,12.0,3,0,1,1,0,0,0
2013,TM Dilshan,Royal Challengers Bengaluru,1,6,1.0,10,0,10.0,,,0,1,0,1,0,0,0
2013,UT Yadav,Delhi Capitals,16,353,58.5,523,16,8.89,32.69,22.06,127,58,15,73,19,5,24
2013,V Sehwag,Delhi Capitals,1,6,1.0,9,0,9.0,,,0,1,0,1,0,0,0
2013,VS Malik,Rajasthan Royals,3,60,10.0,59,2,5.9,29.5,30.0,30,8,0,8,1,0,1
2013,WD Parnell,Pune Warriors,4,89,14.5,137,6,9.24,22.83,14.83,33,16,3,19,15,1,16
2013,YK Pathan,Kolkata Knight Riders,5,54,9.0,73,1,8.11,73.0,54.0,14,2,4,6,1,0,1
2013,YS Chahal,Mumbai Indians,1,24,4.0,34,0,8.5,,,8,3,1,4,0,0,0
2013,Yuvraj Singh,Pune Warriors,10,132,22.0,152,6,6.91,25.33,22.0,39,11,3,14,1,0,1
