Year,Player,Team,Match Number,Opposition,Date,Balls,Overs,Runs Given,Wickets,Economy Rate,Average,Strike Rate,Dots,4s,6s,Boundaries Conceded,Wides,No Balls,Extras Given,Result
2019,CH Morris,Delhi Capitals,4,Punjab Kings,2019-04-01,24,4.0,30,3,7.5,10.0,8.0,9,3,1,4,1,0,1,Lost
2019,GH Vihari,Delhi Capitals,4,Punjab Kings,2019-04-01,6,1.0,9,0,9.0,,,0,1,0,1,0,0,0,Lost
2019,HV Patel,Delhi Capitals,4,Punjab Kings,2019-04-01,24,4.0,37,0,9.25,,,8,3,1,4,6,0,6,Lost
2019,K Rabada,Delhi Capitals,4,Punjab Kings,2019-04-01,24,4.0,32,2,8.0,16.0,12.0,11,4,1,5,0,0,0,Lost
2019,S Lamichhane,Delhi Capitals,4,Punjab Kings,2019-04-01,24,4.0,27,2,6.75,13.5,12.0,7,0,2,2,0,0,0,Lost
2019,AR Patel,Delhi Capitals,5,Sunrisers Hyderabad,2019-04-04,24,4.0,18,1,4.5,18.0,24.0,9,1,0,1,1,0,1,Lost
2019,CH Morris,Delhi Capitals,5,Sunrisers Hyderabad,2019-04-04,18,3.0,26,0,8.67,,,6,5,0,5,0,0,0,Lost
2019,I Sharma,Delhi Capitals,5,Sunrisers Hyderabad,2019-04-04,6,1.0,5,1,5.0,5.0,6.0,2,0,0,0,1,0,1,Lost
2019,K Rabada,Delhi Capitals,5,Sunrisers Hyderabad,2019-04-04,21,3.3,32,1,9.14,32.0,21.0,7,4,1,5,0,0,0,Lost
2019,R Tewatia,Delhi Capitals,5,Sunrisers Hyderabad,2019-04-04,18,3.0,10,1,3.33,10.0,18.0,12,1,0,1,1,0,1,Lost
2019,S Lamichhane,Delhi Capitals,5,Sunrisers Hyderabad,2019-04-04,24,4.0,32,1,8.0,32.0,24.0,10,3,1,4,0,0,0,Lost
2019,AR Patel,Delhi Capitals,6,Royal Challengers Bengaluru,2019-04-07,24,4.0,22,1,5.5,22.0,24.0,8,0,1,1,0,0,0,Won
2019,CH Morris,Delhi Capitals,6,Royal Challengers Bengaluru,2019-04-07,24,4.0,28,2,7.0,14.0,12.0,10,2,1,3,1,1,2,Won
2019,I Sharma,Delhi Capitals,6,Royal Challengers Bengaluru,2019-04-07,24,4.0,31,0,7.75,,,10,3,1,4,1,0,1,Won
2019,K Rabada,Delhi Capitals,6,Royal Challengers Bengaluru,2019-04-07,24,4.0,21,4,5.25,5.25,6.0,9,1,0,1,1,0,1,Won
2019,S Lamichhane,Delhi Capitals,6,Royal Challengers Bengaluru,2019-04-07,24,4.0,46,1,11.5,46.0,24.0,4,2,4,6,0,0,0,Won
2019,AR Patel,Delhi Capitals,7,Kolkata Knight Riders,2019-04-12,24,4.0,30,0,7.5,,,10,2,2,4,0,0,0,Won
2019,CH Morris,Delhi Capitals,7,Kolkata Knight Riders,2019-04-12,24,4.0,38,2,9.5,19.0,12.0,6,3,2,5,1,0,1,Won
2019,I Sharma,Delhi Capitals,7,Kolkata Knight Riders,2019-04-12,24,4.0,21,1,5.25,21.0,24.0,13,3,0,3,2,0,2,Won
2019,K Rabada,Delhi Capitals,7,Kolkata Knight Riders,2019-04-12,24,4.0,42,2,10.5,21.0,12.0,10,4,3,7,0,0,0,Won
2019,KMA Paul,Delhi Capitals,7,Kolkata Knight Riders,2019-04-12,24,4.0,46,2,11.5,23.0,12.0,3,4,1,5,0,2,2,Won
2019,A Mishra,Delhi Capitals,8,Sunrisers Hyderabad,2019-04-14,18,3.0,13,0,4.33,,,8,0,0,0,0,0,0,Won
2019,AR Patel,Delhi Capitals,8,Sunrisers Hyderabad,2019-04-14,12,2.0,23,0,11.5,,,2,2,1,3,0,0,0,Won
2019,CH Morris,Delhi Capitals,8,Sunrisers Hyderabad,2019-04-14,18,3.0,22,3,7.33,7.33,6.0,8,2,1,3,0,0,0,Won
2019,I Sharma,Delhi Capitals,8,Sunrisers Hyderabad,2019-04-14,18,3.0,19,0,6.33,,,8,2,0,2,1,0,1,Won
2019,K Rabada,Delhi Capitals,8,Sunrisers Hyderabad,2019-04-14,23,3.5,22,4,5.74,5.5,5.75,11,2,0,2,2,0,2,Won
2019,KMA Paul,Delhi Capitals,8,Sunrisers Hyderabad,2019-04-14,24,4.0,17,3,4.25,5.67,8.0,10,0,0,0,1,2,3,Won
2019,A Mishra,Delhi Capitals,9,Mumbai Indians,2019-04-18,18,3.0,18,1,6.0,18.0,18.0,7,2,0,2,0,0,0,Lost
2019,AR Patel,Delhi Capitals,9,Mumbai Indians,2019-04-18,24,4.0,17,1,4.25,17.0,24.0,7,0,0,0,0,0,0,Lost
2019,CH Morris,Delhi Capitals,9,Mumbai Indians,2019-04-18,18,3.0,39,0,13.0,,,3,4,2,6,1,0,1,Lost
2019,I Sharma,Delhi Capitals,9,Mumbai Indians,2019-04-18,18,3.0,17,0,5.67,,,4,1,0,1,0,0,0,Lost
2019,K Rabada,Delhi Capitals,9,Mumbai Indians,2019-04-18,24,4.0,38,2,9.5,19.0,12.0,7,5,1,6,2,0,2,Lost
2019,KMA Paul,Delhi Capitals,9,Mumbai Indians,2019-04-18,18,3.0,37,0,12.33,,,4,2,3,5,0,7,7,Lost
2019,A Mishra,Delhi Capitals,10,Punjab Kings,2019-04-20,24,4.0,41,0,10.25,,,2,1,3,4,0,0,0,Won
2019,AR Patel,Delhi Capitals,10,Punjab Kings,2019-04-20,18,3.0,22,2,7.33,11.0,9.0,5,1,1,2,0,0,0,Won
2019,I Sharma,Delhi Capitals,10,Punjab Kings,2019-04-20,24,4.0,29,0,7.25,,,11,3,1,4,2,0,2,Won
2019,K Rabada,Delhi Capitals,10,Punjab Kings,2019-04-20,24,4.0,23,2,5.75,11.5,12.0,11,2,1,3,0,0,0,Won
2019,S Lamichhane,Delhi Capitals,10,Punjab Kings,2019-04-20,24,4.0,40,3,10.0,13.33,8.0,12,6,2,8,0,0,0,Won
2019,SE Rutherford,Delhi Capitals,10,Punjab Kings,2019-04-20,6,1.0,5,0,5.0,,,1,0,0,0,0,0,0,Won
2019,A Mishra,Delhi Capitals,11,Rajasthan Royals,2019-04-22,18,3.0,28,0,9.33,,,3,3,0,3,0,0,0,Won
2019,AR Patel,Delhi Capitals,11,Rajasthan Royals,2019-04-22,24,4.0,39,1,9.75,39.0,24.0,5,4,1,5,0,0,0,Won
2019,CH Morris,Delhi Capitals,11,Rajasthan Royals,2019-04-22,24,4.0,41,1,10.25,41.0,24.0,6,5,1,6,1,0,1,Won
2019,I Sharma,Delhi Capitals,11,Rajasthan Royals,2019-04-22,24,4.0,29,1,7.25,29.0,24.0,11,4,0,4,0,0,0,Won
2019,K Rabada,Delhi Capitals,11,Rajasthan Royals,2019-04-22,24,4.0,37,2,9.25,18.5,12.0,8,4,1,5,1,0,1,Won
2019,SE Rutherford,Delhi Capitals,11,Rajasthan Royals,2019-04-22,6,1.0,16,0,16.0,,,1,3,0,3,2,0,2,Won
2019,A Mishra,Delhi Capitals,12,Royal Challengers Bengaluru,2019-04-28,24,4.0,29,2,7.25,14.5,12.0,8,1,1,2,1,0,1,Won
2019,AR Patel,Delhi Capitals,12,Royal Challengers Bengaluru,2019-04-28,24,4.0,26,1,6.5,26.0,24.0,8,0,2,2,0,0,0,Won
2019,I Sharma,Delhi Capitals,12,Royal Challengers Bengaluru,2019-04-28,24,4.0,40,1,10.0,40.0,24.0,8,5,2,7,0,0,0,Won
2019,K Rabada,Delhi Capitals,12,Royal Challengers Bengaluru,2019-04-28,24,4.0,31,2,7.75,15.5,12.0,8,3,1,4,1,0,1,Won
2019,S Lamichhane,Delhi Capitals,12,Royal Challengers Bengaluru,2019-04-28,18,3.0,36,0,12.0,,,1,3,2,5,0,0,0,Won
2019,SE Rutherford,Delhi Capitals,12,Royal Challengers Bengaluru,2019-04-28,6,1.0,6,1,6.0,6.0,6.0,1,0,0,0,0,0,0,Won
2019,A Mishra,Delhi Capitals,13,Chennai Super Kings,2019-05-01,18,3.0,16,0,5.33,,,6,1,0,1,0,0,0,Lost
2019,AR Patel,Delhi Capitals,13,Chennai Super Kings,2019-05-01,18,3.0,31,1,10.33,31.0,18.0,6,3,2,5,0,0,0,Lost
2019,CH Morris,Delhi Capitals,13,Chennai Super Kings,2019-05-01,24,4.0,47,1,11.75,47.0,24.0,9,8,1,9,1,7,8,Lost
2019,J Suchith,Delhi Capitals,13,Chennai Super Kings,2019-05-01,24,4.0,28,2,7.0,14.0,12.0,11,3,1,4,0,0,0,Lost
2019,SE Rutherford,Delhi Capitals,13,Chennai Super Kings,2019-05-01,12,2.0,19,0,9.5,,,0,0,1,1,2,0,2,Lost
2019,TA Boult,Delhi Capitals,13,Chennai Super Kings,2019-05-01,24,4.0,37,0,9.25,,,11,2,3,5,2,0,2,Lost
2019,A Mishra,Delhi Capitals,14,Rajasthan Royals,2019-05-04,24,4.0,17,3,4.25,5.67,8.0,11,1,0,1,0,0,0,Won
2019,AR Patel,Delhi Capitals,14,Rajasthan Royals,2019-05-04,24,4.0,16,0,4.0,,,12,1,0,1,0,0,0,Won
2019,I Sharma,Delhi Capitals,14,Rajasthan Royals,2019-05-04,24,4.0,38,3,9.5,12.67,8.0,12,5,1,6,5,0,5,Won
2019,KMA Paul,Delhi Capitals,14,Rajasthan Royals,2019-05-04,19,3.1,15,0,4.74,,,8,1,0,1,1,0,1,Won
2019,SE Rutherford,Delhi Capitals,14,Rajasthan Royals,2019-05-04,5,0.5,2,0,2.4,,,3,0,0,0,0,0,0,Won
2019,TA Boult,Delhi Capitals,14,Rajasthan Royals,2019-05-04,24,4.0,27,2,6.75,13.5,12.0,10,0,2,2,3,0,3,Won
2019,A Mishra,Delhi Capitals,15,Sunrisers Hyderabad,2019-05-08,24,4.0,16,1,4.0,16.0,24.0,10,0,0,0,0,0,0,Won
2019,AR Patel,Delhi Capitals,15,Sunrisers Hyderabad,2019-05-08,24,4.0,30,0,7.5,,,10,2,2,4,0,0,0,Won
2019,I Sharma,Delhi Capitals,15,Sunrisers Hyderabad,2019-05-08,24,4.0,34,2,8.5,17.0,12.0,9,5,1,6,0,0,0,Won
2019,KMA Paul,Delhi Capitals,15,Sunrisers Hyderabad,2019-05-08,24,4.0,32,3,8.0,10.67,8.0,9,2,1,3,5,7,12,Won
2019,SE Rutherford,Delhi Capitals,15,Sunrisers Hyderabad,2019-05-08,6,1.0,11,0,11.0,,,1,1,0,1,1,0,1,Won
2019,TA Boult,Delhi Capitals,15,Sunrisers Hyderabad,2019-05-08,18,3.0,37,1,12.33,37.0,18.0,5,2,3,5,1,0,1,Won
2019,A Mishra,Delhi Capitals,16,Chennai Super Kings,2019-05-10,24,4.0,21,1,5.25,21.0,24.0,9,2,0,2,0,0,0,Lost
2019,AR Patel,Delhi Capitals,16,Chennai Super Kings,2019-05-10,24,4.0,32,1,8.0,32.0,24.0,10,2,2,4,0,0,0,Lost
2019,I Sharma,Delhi Capitals,16,Chennai Super Kings,2019-05-10,24,4.0,24,1,6.0,24.0,24.0,9,3,0,3,0,0,0,Lost
2019,KMA Paul,Delhi Capitals,16,Chennai Super Kings,2019-05-10,18,3.0,49,0,16.33,,,4,5,3,8,6,0,6,Lost
2019,TA Boult,Delhi Capitals,16,Chennai Super Kings,2019-05-10,24,4.0,20,1,5.0,20.0,24.0,11,2,0,2,0,0,0,Lost
2019,AD Russell,Kolkata Knight Riders,1,Sunrisers Hyderabad,2019-03-24,18,3.0,32,2,10.67,16.0,9.0,3,2,2,4,0,0,0,Won
2019,Kuldeep Yadav,Kolkata Knight Riders,1,Sunrisers Hyderabad,2019-03-24,12,2.0,18,0,9.0,,,2,1,1,2,0,0,0,Won
2019,LH Ferguson,Kolkata Knight Riders,1,Sunrisers Hyderabad,2019-03-24,24,4.0,34,0,8.5,,,3,3,0,3,0,0,0,Won
2019,M Prasidh Krishna,Kolkata Knight Riders,1,Sunrisers Hyderabad,2019-03-24,24,4.0,31,0,7.75,,,7,2,1,3,2,1,3,Won
2019,N Rana,Kolkata Knight Riders,1,Sunrisers Hyderabad,2019-03-24,6,1.0,9,0,9.0,,,0,1,0,1,0,0,0,Won
2019,PP Chawla,Kolkata Knight Riders,1,Sunrisers Hyderabad,2019-03-24,18,3.0,23,1,7.67,23.0,18.0,10,3,1,4,0,0,0,Won
2019,SP Narine,Kolkata Knight Riders,1,Sunrisers Hyderabad,2019-03-24,18,3.0,29,0,9.67,,,5,3,1,4,0,0,0,Won
2019,AD Russell,Kolkata Knight Riders,2,Punjab Kings,2019-03-27,18,3.0,21,2,7.0,10.5,9.0,7,2,0,2,0,0,0,Won
2019,Kuldeep Yadav,Kolkata Knight Riders,2,Punjab Kings,2019-03-27,24,4.0,32,0,8.0,,,6,2,1,3,2,0,2,Won
2019,LH Ferguson,Kolkata Knight Riders,2,Punjab Kings,2019-03-27,24,4.0,42,1,10.5,42.0,24.0,10,3,3,6,2,0,2,Won
2019,M Prasidh Krishna,Kolkata Knight Riders,2,Punjab Kings,2019-03-27,24,4.0,42,0,10.5,,,10,6,1,7,1,0,1,Won
2019,PP Chawla,Kolkata Knight Riders,2,Punjab Kings,2019-03-27,18,3.0,26,1,8.67,26.0,18.0,5,2,1,3,0,0,0,Won
2019,SP Narine,Kolkata Knight Riders,2,Punjab Kings,2019-03-27,12,2.0,26,0,13.0,,,3,4,1,5,0,0,0,Won
2019,AD Russell,Kolkata Knight Riders,3,Delhi Capitals,2019-03-30,18,3.0,28,1,9.33,28.0,18.0,7,4,1,5,0,0,0,No Result
2019,Kuldeep Yadav,Kolkata Knight Riders,3,Delhi Capitals,2019-03-30,24,4.0,41,2,10.25,20.5,12.0,6,2,3,5,0,0,0,No Result
2019,LH Ferguson,Kolkata Knight Riders,3,Delhi Capitals,2019-03-30,24,4.0,38,1,9.5,38.0,24.0,7,6,0,6,2,0,2,No Result
2019,M Prasidh Krishna,Kolkata Knight Riders,3,Delhi Capitals,2019-03-30,30,5.0,43,1,8.6,43.0,30.0,9,6,0,6,1,0,1,No Result
2019,N Rana,Kolkata Knight Riders,3,Delhi Capitals,2019-03-30,6,1.0,8,0,8.0,,,1,1,0,1,0,0,0,No Result
2019,PP Chawla,Kolkata Knight Riders,3,Delhi Capitals,2019-03-30,24,4.0,36,1,9.0,36.0,24.0,5,2,2,4,0,0,0,No Result
2019,AD Russell,Kolkata Knight Riders,4,Royal Challengers Bengaluru,2019-04-05,6,1.0,16,0,16.0,,,0,0,2,2,0,0,0,Won
2019,Kuldeep Yadav,Kolkata Knight Riders,4,Royal Challengers Bengaluru,2019-04-05,24,4.0,31,1,7.75,31.0,24.0,6,2,0,2,0,0,0,Won
2019,LH Ferguson,Kolkata Knight Riders,4,Royal Challengers Bengaluru,2019-04-05,12,2.0,32,0,16.0,,,3,4,2,6,0,0,0,Won
2019,M Prasidh Krishna,Kolkata Knight Riders,4,Royal Challengers Bengaluru,2019-04-05,18,3.0,41,0,13.67,,,5,7,1,8,1,0,1,Won
2019,N Rana,Kolkata Knight Riders,4,Royal Challengers Bengaluru,2019-04-05,12,2.0,22,1,11.0,22.0,12.0,6,1,2,3,2,0,2,Won
2019,PP Chawla,Kolkata Knight Riders,4,Royal Challengers Bengaluru,2019-04-05,24,4.0,32,0,8.0,,,4,3,0,3,0,0,0,Won
2019,SP Narine,Kolkata Knight Riders,4,Royal Challengers Bengaluru,2019-04-05,24,4.0,30,1,7.5,30.0,24.0,7,3,0,3,1,0,1,Won
2019,HF Gurney,Kolkata Knight Riders,5,Rajasthan Royals,2019-04-07,24,4.0,25,2,6.25,12.5,12.0,9,1,1,2,1,0,1,Won
2019,Kuldeep Yadav,Kolkata Knight Riders,5,Rajasthan Royals,2019-04-07,24,4.0,33,0,8.25,,,5,4,0,4,0,0,0,Won
2019,M Prasidh Krishna,Kolkata Knight Riders,5,Rajasthan Royals,2019-04-07,24,4.0,35,1,8.75,35.0,24.0,9,5,0,5,2,2,4,Won
2019,PP Chawla,Kolkata Knight Riders,5,Rajasthan Royals,2019-04-07,24,4.0,19,0,4.75,,,13,2,0,2,0,0,0,Won
2019,SP Narine,Kolkata Knight Riders,5,Rajasthan Royals,2019-04-07,24,4.0,22,0,5.5,,,9,1,1,2,1,0,1,Won
2019,HF Gurney,Kolkata Knight Riders,6,Chennai Super Kings,2019-04-09,12,2.0,20,0,10.0,,,3,3,0,3,0,2,2,Lost
2019,Kuldeep Yadav,Kolkata Knight Riders,6,Chennai Super Kings,2019-04-09,24,4.0,16,0,4.0,,,12,1,0,1,0,0,0,Lost
2019,M Prasidh Krishna,Kolkata Knight Riders,6,Chennai Super Kings,2019-04-09,24,4.0,23,0,5.75,,,12,2,0,2,0,1,1,Lost
2019,PP Chawla,Kolkata Knight Riders,6,Chennai Super Kings,2019-04-09,24,4.0,28,1,7.0,28.0,24.0,10,2,1,3,0,0,0,Lost
2019,SP Narine,Kolkata Knight Riders,6,Chennai Super Kings,2019-04-09,20,3.2,24,2,7.2,12.0,10.0,10,1,1,2,6,0,6,Lost
2019,AD Russell,Kolkata Knight Riders,7,Delhi Capitals,2019-04-12,18,3.0,29,1,9.67,29.0,18.0,7,4,1,5,0,0,0,Lost
2019,CR Brathwaite,Kolkata Knight Riders,7,Delhi Capitals,2019-04-12,6,1.0,13,0,13.0,,,0,2,0,2,0,0,0,Lost
2019,Kuldeep Yadav,Kolkata Knight Riders,7,Delhi Capitals,2019-04-12,24,4.0,28,0,7.0,,,6,1,1,2,1,0,1,Lost
2019,LH Ferguson,Kolkata Knight Riders,7,Delhi Capitals,2019-04-12,18,3.0,37,0,12.33,,,5,4,2,6,1,0,1,Lost
2019,M Prasidh Krishna,Kolkata Knight Riders,7,Delhi Capitals,2019-04-12,18,3.0,25,1,8.33,25.0,18.0,9,2,2,4,0,0,0,Lost
2019,N Rana,Kolkata Knight Riders,7,Delhi Capitals,2019-04-12,12,2.0,12,1,6.0,12.0,12.0,2,0,0,0,0,0,0,Lost
2019,PP Chawla,Kolkata Knight Riders,7,Delhi Capitals,2019-04-12,17,2.5,35,0,12.35,,,1,4,1,5,0,0,0,Lost
2019,AD Russell,Kolkata Knight Riders,8,Chennai Super Kings,2019-04-14,6,1.0,16,0,16.0,,,2,4,0,4,0,0,0,Lost
2019,HF Gurney,Kolkata Knight Riders,8,Chennai Super Kings,2019-04-14,24,4.0,37,1,9.25,37.0,24.0,5,5,0,5,0,0,0,Lost
2019,Kuldeep Yadav,Kolkata Knight Riders,8,Chennai Super Kings,2019-04-14,18,3.0,28,0,9.33,,,5,1,2,3,0,0,0,Lost
2019,M Prasidh Krishna,Kolkata Knight Riders,8,Chennai Super Kings,2019-04-14,24,4.0,30,0,7.5,,,11,5,0,5,1,0,1,Lost
2019,PP Chawla,Kolkata Knight Riders,8,Chennai Super Kings,2019-04-14,22,3.4,32,2,8.73,16.0,11.0,8,4,1,5,0,0,0,Lost
2019,SP Narine,Kolkata Knight Riders,8,Chennai Super Kings,2019-04-14,24,4.0,19,2,4.75,9.5,12.0,12,2,0,2,1,0,1,Lost
2019,AD Russell,Kolkata Knight Riders,9,Royal Challengers Bengaluru,2019-04-19,18,3.0,17,1,5.67,17.0,18.0,8,0,1,1,0,0,0,Lost
2019,HF Gurney,Kolkata Knight Riders,9,Royal Challengers Bengaluru,2019-04-19,24,4.0,42,1,10.5,42.0,24.0,8,4,2,6,3,0,3,Lost
2019,Kuldeep Yadav,Kolkata Knight Riders,9,Royal Challengers Bengaluru,2019-04-19,24,4.0,59,1,14.75,59.0,24.0,6,5,5,10,1,0,1,Lost
2019,M Prasidh Krishna,Kolkata Knight Riders,9,Royal Challengers Bengaluru,2019-04-19,24,4.0,52,0,13.0,,,4,7,2,9,0,0,0,Lost
2019,PP Chawla,Kolkata Knight Riders,9,Royal Challengers Bengaluru,2019-04-19,6,1.0,10,0,10.0,,,1,0,1,1,0,0,0,Lost
2019,SP Narine,Kolkata Knight Riders,9,Royal Challengers Bengaluru,2019-04-19,24,4.0,32,1,8.0,32.0,24.0,6,2,1,3,1,0,1,Lost
2019,AD Russell,Kolkata Knight Riders,10,Sunrisers Hyderabad,2019-04-21,6,1.0,8,0,8.0,,,1,1,0,1,0,0,0,Lost
2019,HF Gurney,Kolkata Knight Riders,10,Sunrisers Hyderabad,2019-04-21,12,2.0,16,0,8.0,,,2,1,0,1,1,0,1,Lost
2019,KC Cariappa,Kolkata Knight Riders,10,Sunrisers Hyderabad,2019-04-21,12,2.0,34,0,17.0,,,1,2,3,5,1,0,1,Lost
2019,PP Chawla,Kolkata Knight Riders,10,Sunrisers Hyderabad,2019-04-21,18,3.0,38,0,12.67,,,5,3,3,6,0,0,0,Lost
2019,SP Narine,Kolkata Knight Riders,10,Sunrisers Hyderabad,2019-04-21,24,4.0,34,0,8.5,,,5,1,2,3,0,0,0,Lost
2019,Y Prithvi Raj,Kolkata Knight Riders,10,Sunrisers Hyderabad,2019-04-21,18,3.0,29,1,9.67,29.0,18.0,5,2,1,3,2,0,2,Lost
2019,AD Russell,Kolkata Knight Riders,11,Rajasthan Royals,2019-04-25,18,3.0,32,1,10.67,32.0,18.0,5,3,2,5,0,0,0,Lost
2019,CR Brathwaite,Kolkata Knight Riders,11,Rajasthan Royals,2019-04-25,12,2.0,16,0,8.0,,,6,2,0,2,3,0,3,Lost
2019,M Prasidh Krishna,Kolkata Knight Riders,11,Rajasthan Royals,2019-04-25,20,3.2,43,1,12.9,43.0,20.0,5,4,3,7,1,0,1,Lost
2019,N Rana,Kolkata Knight Riders,11,Rajasthan Royals,2019-04-25,6,1.0,13,0,13.0,,,2,3,0,3,0,0,0,Lost
2019,PP Chawla,Kolkata Knight Riders,11,Rajasthan Royals,2019-04-25,24,4.0,20,3,5.0,6.67,8.0,14,1,1,2,0,0,0,Lost
2019,SP Narine,Kolkata Knight Riders,11,Rajasthan Royals,2019-04-25,24,4.0,25,2,6.25,12.5,12.0,10,1,1,2,0,0,0,Lost
2019,Y Prithvi Raj,Kolkata Knight Riders,11,Rajasthan Royals,2019-04-25,12,2.0,28,0,14.0,,,3,4,1,5,1,0,1,Lost
2019,AD Russell,Kolkata Knight Riders,12,Mumbai Indians,2019-04-28,24,4.0,25,2,6.25,12.5,12.0,10,1,1,2,0,0,0,Won
2019,HF Gurney,Kolkata Knight Riders,12,Mumbai Indians,2019-04-28,24,4.0,37,2,9.25,18.5,12.0,9,4,2,6,0,0,0,Won
2019,PP Chawla,Kolkata Knight Riders,12,Mumbai Indians,2019-04-28,24,4.0,57,1,14.25,57.0,24.0,4,3,6,9,0,0,0,Won
2019,S Sandeep Warrier,Kolkata Knight Riders,12,Mumbai Indians,2019-04-28,24,4.0,29,0,7.25,,,10,2,2,4,0,0,0,Won
2019,SP Narine,Kolkata Knight Riders,12,Mumbai Indians,2019-04-28,24,4.0,44,2,11.0,22.0,12.0,8,4,3,7,0,0,0,Won
2019,AD Russell,Kolkata Knight Riders,13,Punjab Kings,2019-05-03,18,3.0,29,1,9.67,29.0,18.0,7,4,1,5,1,0,1,Won
2019,HF Gurney,Kolkata Knight Riders,13,Punjab Kings,2019-05-03,24,4.0,41,1,10.25,41.0,24.0,7,3,2,5,0,0,0,Won
2019,N Rana,Kolkata Knight Riders,13,Punjab Kings,2019-05-03,6,1.0,8,1,8.0,8.0,6.0,3,0,1,1,0,0,0,Won
2019,PP Chawla,Kolkata Knight Riders,13,Punjab Kings,2019-05-03,24,4.0,43,0,10.75,,,4,2,3,5,0,0,0,Won
2019,S Sandeep Warrier,Kolkata Knight Riders,13,Punjab Kings,2019-05-03,24,4.0,31,2,7.75,15.5,12.0,9,5,0,5,0,0,0,Won
2019,SP Narine,Kolkata Knight Riders,13,Punjab Kings,2019-05-03,24,4.0,29,0,7.25,,,6,1,1,2,0,0,0,Won
2019,AD Russell,Kolkata Knight Riders,14,Mumbai Indians,2019-05-05,13,2.1,34,0,15.69,,,3,3,3,6,0,0,0,Lost
2019,HF Gurney,Kolkata Knight Riders,14,Mumbai Indians,2019-05-05,18,3.0,20,0,6.67,,,7,2,0,2,1,0,1,Lost
2019,M Prasidh Krishna,Kolkata Knight Riders,14,Mumbai Indians,2019-05-05,18,3.0,22,1,7.33,22.0,18.0,8,4,0,4,0,0,0,Lost
2019,S Sandeep Warrier,Kolkata Knight Riders,14,Mumbai Indians,2019-05-05,24,4.0,25,0,6.25,,,10,1,1,2,0,1,1,Lost
2019,SP Narine,Kolkata Knight Riders,14,Mumbai Indians,2019-05-05,24,4.0,33,0,8.25,,,9,4,1,5,1,0,1,Lost
2019,BCJ Cutting,Mumbai Indians,1,Delhi Capitals,2019-03-24,12,2.0,27,1,13.5,27.0,12.0,2,4,1,5,0,0,0,Lost
2019,HH Pandya,Mumbai Indians,1,Delhi Capitals,2019-03-24,24,4.0,41,1,10.25,41.0,24.0,7,3,3,6,1,0,1,Lost
2019,JJ Bumrah,Mumbai Indians,1,Delhi Capitals,2019-03-24,24,4.0,40,1,10.0,40.0,24.0,7,3,3,6,0,0,0,Lost
2019,KH Pandya,Mumbai Indians,1,Delhi Capitals,2019-03-24,12,2.0,21,0,10.5,,,3,4,0,4,0,0,0,Lost
2019,MJ McClenaghan,Mumbai Indians,1,Delhi Capitals,2019-03-24,24,4.0,40,3,10.0,13.33,8.0,10,5,2,7,0,0,0,Lost
2019,Rasikh Salam,Mumbai Indians,1,Delhi Capitals,2019-03-24,24,4.0,42,0,10.5,,,8,3,2,5,1,4,5,Lost
2019,HH Pandya,Mumbai Indians,2,Royal Challengers Bengaluru,2019-03-28,18,3.0,37,0,12.33,,,5,5,2,7,0,0,0,Won
2019,JJ Bumrah,Mumbai Indians,2,Royal Challengers Bengaluru,2019-03-28,24,4.0,20,3,5.0,6.67,8.0,13,3,0,3,1,0,1,Won
2019,KH Pandya,Mumbai Indians,2,Royal Challengers Bengaluru,2019-03-28,24,4.0,28,0,7.0,,,5,1,1,2,0,0,0,Won
2019,M Markande,Mumbai Indians,2,Royal Challengers Bengaluru,2019-03-28,18,3.0,23,1,7.67,23.0,18.0,6,2,1,3,0,0,0,Won
2019,MJ McClenaghan,Mumbai Indians,2,Royal Challengers Bengaluru,2019-03-28,12,2.0,24,0,12.0,,,2,3,1,4,0,0,0,Won
2019,SL Malinga,Mumbai Indians,2,Royal Challengers Bengaluru,2019-03-28,24,4.0,47,0,11.75,,,5,1,4,5,2,0,2,Won
2019,HH Pandya,Mumbai Indians,3,Punjab Kings,2019-03-30,18,3.0,39,0,13.0,,,4,2,3,5,3,0,3,Lost
2019,JJ Bumrah,Mumbai Indians,3,Punjab Kings,2019-03-30,22,3.4,23,0,6.27,,,12,4,0,4,0,0,0,Lost
2019,KH Pandya,Mumbai Indians,3,Punjab Kings,2019-03-30,24,4.0,43,2,10.75,21.5,12.0,2,2,2,4,1,0,1,Lost
2019,M Markande,Mumbai Indians,3,Punjab Kings,2019-03-30,6,1.0,12,0,12.0,,,1,2,0,2,1,0,1,Lost
2019,MJ McClenaghan,Mumbai Indians,3,Punjab Kings,2019-03-30,24,4.0,35,0,8.75,,,8,2,2,4,1,0,1,Lost
2019,SL Malinga,Mumbai Indians,3,Punjab Kings,2019-03-30,18,3.0,24,0,8.0,,,6,3,0,3,1,0,1,Lost
2019,HH Pandya,Mumbai Indians,4,Chennai Super Kings,2019-04-03,24,4.0,20,3,5.0,6.67,8.0,13,1,1,2,1,0,1,Won
2019,JJ Bumrah,Mumbai Indians,4,Chennai Super Kings,2019-04-03,24,4.0,27,0,6.75,,,11,4,0,4,0,3,3,Won
2019,JP Behrendorff,Mumbai Indians,4,Chennai Super Kings,2019-04-03,24,4.0,22,2,5.5,11.0,12.0,14,2,1,3,1,0,1,Won
2019,KH Pandya,Mumbai Indians,4,Chennai Super Kings,2019-04-03,12,2.0,12,0,6.0,,,5,1,0,1,2,0,2,Won
