Year,Player,Team,Match Number,Opposition,Date,Balls,Overs,Runs Given,Wickets,Economy Rate,Average,Strike Rate,Dots,4s,6s,Boundaries Conceded,Wides,No Balls,Extras Given,Result
2008,Yuvraj Singh,Punjab Kings,4,Delhi Capitals,2008-04-27,12,2.0,11,1,5.5,11.0,12.0,5,1,0,1,1,0,1,Won
2008,Gagandeep Singh,Punjab Kings,5,Deccan Chargers,2008-05-01,24,4.0,37,1,9.25,37.0,24.0,10,5,1,6,0,0,0,Won
2008,IK Pathan,Punjab Kings,5,Deccan Chargers,2008-05-01,24,4.0,30,2,7.5,15.0,12.0,8,3,1,4,1,0,1,Won
2008,PP Chawla,Punjab Kings,5,Deccan Chargers,2008-05-01,24,4.0,28,3,7.0,9.33,8.0,8,2,1,3,0,0,0,Won
2008,S Sreesanth,Punjab Kings,5,Deccan Chargers,2008-05-01,24,4.0,33,1,8.25,33.0,24.0,9,5,0,5,1,0,1,Won
2008,VRV Singh,Punjab Kings,5,Deccan Chargers,2008-05-01,24,4.0,34,0,8.5,,,5,4,0,4,0,0,0,Won
2008,Gagandeep Singh,Punjab Kings,6,Kolkata Knight Riders,2008-05-03,24,4.0,43,1,10.75,43.0,24.0,6,2,3,5,0,0,0,Won
2008,IK Pathan,Punjab Kings,6,Kolkata Knight Riders,2008-05-03,24,4.0,18,2,4.5,9.0,12.0,15,1,1,2,1,0,1,Won
2008,JR Hopes,Punjab Kings,6,Kolkata Knight Riders,2008-05-03,18,3.0,35,0,11.67,,,4,0,3,3,0,0,0,Won
2008,PP Chawla,Punjab Kings,6,Kolkata Knight Riders,2008-05-03,6,1.0,16,0,16.0,,,2,0,2,2,0,0,0,Won
2008,S Sreesanth,Punjab Kings,6,Kolkata Knight Riders,2008-05-03,24,4.0,25,2,6.25,12.5,12.0,13,3,0,3,5,0,5,Won
2008,VRV Singh,Punjab Kings,6,Kolkata Knight Riders,2008-05-03,24,4.0,31,1,7.75,31.0,24.0,6,3,0,3,0,0,0,Won
2008,Gagandeep Singh,Punjab Kings,7,Royal Challengers Bengaluru,2008-05-05,18,3.0,28,0,9.33,,,4,4,0,4,0,0,0,Won
2008,IK Pathan,Punjab Kings,7,Royal Challengers Bengaluru,2008-05-05,20,3.2,13,1,3.9,13.0,20.0,14,2,0,2,1,0,1,Won
2008,JR Hopes,Punjab Kings,7,Royal Challengers Bengaluru,2008-05-05,6,1.0,10,0,10.0,,,1,2,0,2,0,0,0,Won
2008,PP Chawla,Punjab Kings,7,Royal Challengers Bengaluru,2008-05-05,24,4.0,25,3,6.25,8.33,8.0,12,2,0,2,5,0,5,Won
2008,S Sreesanth,Punjab Kings,7,Royal Challengers Bengaluru,2008-05-05,24,4.0,16,2,4.0,8.0,12.0,17,2,0,2,2,0,2,Won
2008,VRV Singh,Punjab Kings,7,Royal Challengers Bengaluru,2008-05-05,24,4.0,33,1,8.25,33.0,24.0,10,4,1,5,1,0,1,Won
2008,IK Pathan,Punjab Kings,8,Chennai Super Kings,2008-05-10,24,4.0,33,0,8.25,,,9,1,2,3,3,0,3,Lost
2008,JR Hopes,Punjab Kings,8,Chennai Super Kings,2008-05-10,24,4.0,36,0,9.0,,,6,3,1,4,2,0,2,Lost
2008,PP Chawla,Punjab Kings,8,Chennai Super Kings,2008-05-10,18,3.0,36,1,12.0,36.0,18.0,5,2,3,5,1,0,1,Lost
2008,S Sreesanth,Punjab Kings,8,Chennai Super Kings,2008-05-10,24,4.0,29,2,7.25,14.5,12.0,10,4,0,4,3,0,3,Lost
2008,VRV Singh,Punjab Kings,8,Chennai Super Kings,2008-05-10,24,4.0,35,1,8.75,35.0,24.0,9,3,1,4,1,2,3,Lost
2008,Yuvraj Singh,Punjab Kings,8,Chennai Super Kings,2008-05-10,6,1.0,8,0,8.0,,,1,1,0,1,0,0,0,Lost
2008,IK Pathan,Punjab Kings,9,Royal Challengers Bengaluru,2008-05-12,24,4.0,23,1,5.75,23.0,24.0,9,3,0,3,1,0,1,Won
2008,JR Hopes,Punjab Kings,9,Royal Challengers Bengaluru,2008-05-12,12,2.0,22,0,11.0,,,4,3,1,4,0,0,0,Won
2008,PP Chawla,Punjab Kings,9,Royal Challengers Bengaluru,2008-05-12,24,4.0,33,2,8.25,16.5,12.0,6,3,0,3,5,0,5,Won
2008,S Sreesanth,Punjab Kings,9,Royal Challengers Bengaluru,2008-05-12,24,4.0,29,3,7.25,9.67,8.0,10,3,1,4,1,0,1,Won
2008,VRV Singh,Punjab Kings,9,Royal Challengers Bengaluru,2008-05-12,24,4.0,15,1,3.75,15.0,24.0,10,0,0,0,0,0,0,Won
2008,Yuvraj Singh,Punjab Kings,9,Royal Challengers Bengaluru,2008-05-12,12,2.0,14,0,7.0,,,3,1,0,1,1,0,1,Won
2008,IK Pathan,Punjab Kings,11,Delhi Capitals,2008-05-17,12,2.0,13,0,6.5,,,8,3,0,3,0,0,0,Won
2008,JR Hopes,Punjab Kings,11,Delhi Capitals,2008-05-17,6,1.0,2,2,2.0,1.0,3.0,3,0,0,0,0,0,0,Won
2008,PP Chawla,Punjab Kings,11,Delhi Capitals,2008-05-17,6,1.0,13,0,13.0,,,1,1,1,2,0,0,0,Won
2008,RR Powar,Punjab Kings,11,Delhi Capitals,2008-05-17,12,2.0,22,2,11.0,11.0,6.0,4,1,2,3,2,0,2,Won
2008,S Sreesanth,Punjab Kings,11,Delhi Capitals,2008-05-17,18,3.0,33,0,11.0,,,7,2,1,3,5,0,5,Won
2008,VRV Singh,Punjab Kings,11,Delhi Capitals,2008-05-17,12,2.0,33,0,16.5,,,1,3,2,5,0,3,3,Won
2008,IK Pathan,Punjab Kings,12,Mumbai Indians,2008-05-21,24,4.0,37,0,9.25,,,8,3,2,5,2,0,2,Won
2008,JR Hopes,Punjab Kings,12,Mumbai Indians,2008-05-21,12,2.0,13,0,6.5,,,4,2,0,2,0,0,0,Won
2008,PP Chawla,Punjab Kings,12,Mumbai Indians,2008-05-21,24,4.0,22,1,5.5,22.0,24.0,11,3,0,3,0,0,0,Won
2008,S Sreesanth,Punjab Kings,12,Mumbai Indians,2008-05-21,24,4.0,35,2,8.75,17.5,12.0,11,2,1,3,7,0,7,Won
2008,VRV Singh,Punjab Kings,12,Mumbai Indians,2008-05-21,24,4.0,56,0,14.0,,,4,6,3,9,0,7,7,Won
2008,Yuvraj Singh,Punjab Kings,12,Mumbai Indians,2008-05-21,12,2.0,12,2,6.0,6.0,6.0,3,1,0,1,0,0,0,Won
2008,Gagandeep Singh,Punjab Kings,13,Deccan Chargers,2008-05-23,18,3.0,33,1,11.0,33.0,18.0,5,3,2,5,0,0,0,Won
2008,PP Chawla,Punjab Kings,13,Deccan Chargers,2008-05-23,24,4.0,31,0,7.75,,,12,1,3,4,0,0,0,Won
2008,RR Powar,Punjab Kings,13,Deccan Chargers,2008-05-23,24,4.0,20,1,5.0,20.0,24.0,12,0,1,1,1,0,1,Won
2008,S Sreesanth,Punjab Kings,13,Deccan Chargers,2008-05-23,24,4.0,29,1,7.25,29.0,24.0,10,5,0,5,0,0,0,Won
2008,VRV Singh,Punjab Kings,13,Deccan Chargers,2008-05-23,24,4.0,40,1,10.0,40.0,24.0,5,5,1,6,0,0,0,Won
2008,Yuvraj Singh,Punjab Kings,13,Deccan Chargers,2008-05-23,6,1.0,18,0,18.0,,,0,0,2,2,0,0,0,Won
2008,IK Pathan,Punjab Kings,14,Kolkata Knight Riders,2008-05-25,22,3.4,36,0,9.82,,,10,4,2,6,1,0,1,Lost
2008,JR Hopes,Punjab Kings,14,Kolkata Knight Riders,2008-05-25,12,2.0,23,1,11.5,23.0,12.0,4,0,3,3,0,0,0,Lost
2008,PP Chawla,Punjab Kings,14,Kolkata Knight Riders,2008-05-25,24,4.0,36,2,9.0,18.0,12.0,8,3,2,5,0,0,0,Lost
2008,RR Powar,Punjab Kings,14,Kolkata Knight Riders,2008-05-25,12,2.0,14,0,7.0,,,7,1,1,2,1,0,1,Lost
2008,S Sreesanth,Punjab Kings,14,Kolkata Knight Riders,2008-05-25,24,4.0,33,2,8.25,16.5,12.0,10,5,1,6,0,0,0,Lost
2008,VRV Singh,Punjab Kings,14,Kolkata Knight Riders,2008-05-25,24,4.0,28,2,7.0,14.0,12.0,11,4,0,4,2,0,2,Lost
2008,IK Pathan,Punjab Kings,10,Rajasthan Royals,2008-05-28,24,4.0,10,1,2.5,10.0,24.0,17,1,0,1,0,0,0,Won
2008,JR Hopes,Punjab Kings,10,Rajasthan Royals,2008-05-28,18,3.0,29,2,9.67,14.5,9.0,6,6,0,6,0,0,0,Won
2008,PP Chawla,Punjab Kings,10,Rajasthan Royals,2008-05-28,24,4.0,35,3,8.75,11.67,8.0,7,0,3,3,0,0,0,Won
2008,RR Powar,Punjab Kings,10,Rajasthan Royals,2008-05-28,6,1.0,7,0,7.0,,,1,1,0,1,0,0,0,Won
2008,S Sreesanth,Punjab Kings,10,Rajasthan Royals,2008-05-28,18,3.0,44,1,14.67,44.0,18.0,5,5,3,8,1,0,1,Won
2008,VRV Singh,Punjab Kings,10,Rajasthan Royals,2008-05-28,24,4.0,32,0,8.0,,,7,4,0,4,0,0,0,Won
2008,Yuvraj Singh,Punjab Kings,10,Rajasthan Royals,2008-05-28,6,1.0,20,0,20.0,,,0,1,2,3,0,0,0,Won
2008,IK Pathan,Punjab Kings,15,Chennai Super Kings,2008-05-31,24,4.0,24,1,6.0,24.0,24.0,13,2,1,3,2,0,2,Lost
2008,JR Hopes,Punjab Kings,15,Chennai Super Kings,2008-05-31,12,2.0,20,0,10.0,,,3,2,1,3,0,0,0,Lost
2008,PP Chawla,Punjab Kings,15,Chennai Super Kings,2008-05-31,17,2.5,23,0,8.12,,,6,2,1,3,0,0,0,Lost
2008,RR Powar,Punjab Kings,15,Chennai Super Kings,2008-05-31,18,3.0,28,0,9.33,,,6,5,0,5,1,0,1,Lost
2008,S Sreesanth,Punjab Kings,15,Chennai Super Kings,2008-05-31,6,1.0,7,0,7.0,,,3,1,0,1,1,0,1,Lost
2008,VRV Singh,Punjab Kings,15,Chennai Super Kings,2008-05-31,12,2.0,14,0,7.0,,,6,1,1,2,0,0,0,Lost
2008,D Salunkhe,Rajasthan Royals,1,Delhi Capitals,2008-04-19,6,1.0,11,0,11.0,,,0,0,0,0,5,0,5,Lost
2008,MM Patel,Rajasthan Royals,1,Delhi Capitals,2008-04-19,18,3.0,25,0,8.33,,,10,4,1,5,0,0,0,Lost
2008,SK Trivedi,Rajasthan Royals,1,Delhi Capitals,2008-04-19,18,3.0,32,0,10.67,,,6,5,0,5,3,0,3,Lost
2008,SK Warne,Rajasthan Royals,1,Delhi Capitals,2008-04-19,12,2.0,16,0,8.0,,,2,2,0,2,0,0,0,Lost
2008,SR Watson,Rajasthan Royals,1,Delhi Capitals,2008-04-19,24,4.0,31,1,7.75,31.0,24.0,9,5,0,5,1,0,1,Lost
2008,YK Pathan,Rajasthan Royals,1,Delhi Capitals,2008-04-19,13,2.1,17,0,7.85,,,4,2,0,2,1,0,1,Lost
2008,D Salunkhe,Rajasthan Royals,2,Punjab Kings,2008-04-21,11,1.5,21,1,11.45,21.0,11.0,4,2,1,3,2,0,2,Won
2008,MM Patel,Rajasthan Royals,2,Punjab Kings,2008-04-21,24,4.0,36,1,9.0,36.0,24.0,12,4,2,6,0,0,0,Won
2008,Pankaj Singh,Rajasthan Royals,2,Punjab Kings,2008-04-21,6,1.0,12,0,12.0,,,0,2,0,2,0,0,0,Won
2008,SK Trivedi,Rajasthan Royals,2,Punjab Kings,2008-04-21,24,4.0,25,2,6.25,12.5,12.0,12,2,1,3,0,0,0,Won
2008,SK Warne,Rajasthan Royals,2,Punjab Kings,2008-04-21,24,4.0,19,3,4.75,6.33,8.0,11,0,1,1,0,0,0,Won
2008,SR Watson,Rajasthan Royals,2,Punjab Kings,2008-04-21,24,4.0,39,0,9.75,,,12,8,0,8,0,2,2,Won
2008,YK Pathan,Rajasthan Royals,2,Punjab Kings,2008-04-21,6,1.0,13,0,13.0,,,3,0,2,2,0,0,0,Won
2008,D Salunkhe,Rajasthan Royals,3,Deccan Chargers,2008-04-24,6,1.0,9,0,9.0,,,2,0,1,1,0,0,0,Won
2008,MM Patel,Rajasthan Royals,3,Deccan Chargers,2008-04-24,24,4.0,55,0,13.75,,,7,11,0,11,2,0,2,Won
2008,Pankaj Singh,Rajasthan Royals,3,Deccan Chargers,2008-04-24,12,2.0,14,0,7.0,,,4,0,1,1,0,0,0,Won
2008,SK Trivedi,Rajasthan Royals,3,Deccan Chargers,2008-04-24,18,3.0,37,0,12.33,,,2,3,2,5,0,1,1,Won
2008,SK Warne,Rajasthan Royals,3,Deccan Chargers,2008-04-24,24,4.0,47,2,11.75,23.5,12.0,3,3,3,6,1,0,1,Won
2008,SR Watson,Rajasthan Royals,3,Deccan Chargers,2008-04-24,24,4.0,32,1,8.0,32.0,24.0,13,6,0,6,2,0,2,Won
2008,YK Pathan,Rajasthan Royals,3,Deccan Chargers,2008-04-24,12,2.0,20,2,10.0,10.0,6.0,6,1,2,3,0,0,0,Won
2008,MM Patel,Rajasthan Royals,4,Royal Challengers Bengaluru,2008-04-26,18,3.0,20,2,6.67,10.0,9.0,9,2,1,3,0,0,0,Won
2008,SK Trivedi,Rajasthan Royals,4,Royal Challengers Bengaluru,2008-04-26,24,4.0,29,1,7.25,29.0,24.0,12,3,1,4,2,0,2,Won
2008,SK Warne,Rajasthan Royals,4,Royal Challengers Bengaluru,2008-04-26,24,4.0,23,1,5.75,23.0,24.0,14,1,2,3,0,0,0,Won
2008,SR Watson,Rajasthan Royals,4,Royal Challengers Bengaluru,2008-04-26,24,4.0,20,2,5.0,10.0,12.0,15,3,0,3,0,2,2,Won
2008,Sohail Tanvir,Rajasthan Royals,4,Royal Challengers Bengaluru,2008-04-26,24,4.0,31,0,7.75,,,13,3,2,5,1,0,1,Won
2008,YK Pathan,Rajasthan Royals,4,Royal Challengers Bengaluru,2008-04-26,6,1.0,10,0,10.0,,,1,0,1,1,0,0,0,Won
2008,MM Patel,Rajasthan Royals,5,Kolkata Knight Riders,2008-05-01,24,4.0,29,0,7.25,,,6,1,1,2,0,0,0,Won
2008,SK Trivedi,Rajasthan Royals,5,Kolkata Knight Riders,2008-05-01,24,4.0,31,2,7.75,15.5,12.0,8,1,2,3,2,0,2,Won
2008,SK Warne,Rajasthan Royals,5,Kolkata Knight Riders,2008-05-01,12,2.0,20,1,10.0,20.0,12.0,2,1,1,2,1,0,1,Won
2008,SR Watson,Rajasthan Royals,5,Kolkata Knight Riders,2008-05-01,19,3.1,22,2,6.95,11.0,9.5,10,2,1,3,2,0,2,Won
2008,Sohail Tanvir,Rajasthan Royals,5,Kolkata Knight Riders,2008-05-01,24,4.0,30,2,7.5,15.0,12.0,7,2,1,3,2,0,2,Won
2008,YK Pathan,Rajasthan Royals,5,Kolkata Knight Riders,2008-05-01,12,2.0,14,0,7.0,,,3,1,0,1,0,0,0,Won
2008,MM Patel,Rajasthan Royals,6,Chennai Super Kings,2008-05-04,24,4.0,16,2,4.0,8.0,12.0,12,1,0,1,0,0,0,Won
2008,SK Trivedi,Rajasthan Royals,6,Chennai Super Kings,2008-05-04,12,2.0,17,0,8.5,,,4,2,0,2,0,0,0,Won
2008,SK Warne,Rajasthan Royals,6,Chennai Super Kings,2008-05-04,18,3.0,29,1,9.67,29.0,18.0,6,3,1,4,0,0,0,Won
2008,SR Watson,Rajasthan Royals,6,Chennai Super Kings,2008-05-04,24,4.0,19,1,4.75,19.0,24.0,17,3,0,3,2,0,2,Won
2008,Sohail Tanvir,Rajasthan Royals,6,Chennai Super Kings,2008-05-04,24,4.0,14,6,3.5,2.33,4.0,16,2,0,2,0,0,0,Won
2008,YK Pathan,Rajasthan Royals,6,Chennai Super Kings,2008-05-04,12,2.0,9,0,4.5,,,6,1,0,1,0,0,0,Won
2008,MM Patel,Rajasthan Royals,7,Mumbai Indians,2008-05-07,18,3.0,21,0,7.0,,,8,0,1,1,1,0,1,Lost
2008,SK Trivedi,Rajasthan Royals,7,Mumbai Indians,2008-05-07,18,3.0,23,0,7.67,,,8,1,2,3,0,0,0,Lost
2008,SK Warne,Rajasthan Royals,7,Mumbai Indians,2008-05-07,12,2.0,19,1,9.5,19.0,12.0,5,2,0,2,4,0,4,Lost
2008,SR Watson,Rajasthan Royals,7,Mumbai Indians,2008-05-07,24,4.0,26,2,6.5,13.0,12.0,10,3,0,3,1,0,1,Lost
2008,Sohail Tanvir,Rajasthan Royals,7,Mumbai Indians,2008-05-07,19,3.1,13,0,4.11,,,13,1,0,1,4,0,4,Lost
2008,MM Patel,Rajasthan Royals,8,Deccan Chargers,2008-05-09,24,4.0,28,1,7.0,28.0,24.0,9,4,0,4,0,0,0,Won
2008,SK Trivedi,Rajasthan Royals,8,Deccan Chargers,2008-05-09,18,3.0,8,1,2.67,8.0,18.0,10,0,0,0,0,0,0,Won
2008,SK Warne,Rajasthan Royals,8,Deccan Chargers,2008-05-09,24,4.0,20,2,5.0,10.0,12.0,9,1,0,1,0,0,0,Won
2008,SR Watson,Rajasthan Royals,8,Deccan Chargers,2008-05-09,18,3.0,22,1,7.33,22.0,18.0,7,2,1,3,0,1,1,Won
2008,Sohail Tanvir,Rajasthan Royals,8,Deccan Chargers,2008-05-09,24,4.0,39,0,9.75,,,10,7,1,8,1,0,1,Won
2008,YK Pathan,Rajasthan Royals,8,Deccan Chargers,2008-05-09,12,2.0,19,1,9.5,19.0,12.0,2,1,1,2,0,0,0,Won
2008,AD Mascarenhas,Rajasthan Royals,9,Delhi Capitals,2008-05-11,24,4.0,29,2,7.25,14.5,12.0,8,3,0,3,2,0,2,Won
2008,MM Patel,Rajasthan Royals,9,Delhi Capitals,2008-05-11,24,4.0,24,0,6.0,,,8,2,0,2,1,0,1,Won
2008,SK Trivedi,Rajasthan Royals,9,Delhi Capitals,2008-05-11,24,4.0,28,2,7.0,14.0,12.0,8,1,1,2,1,0,1,Won
2008,SK Warne,Rajasthan Royals,9,Delhi Capitals,2008-05-11,24,4.0,47,0,11.75,,,6,1,4,5,0,0,0,Won
2008,SR Watson,Rajasthan Royals,9,Delhi Capitals,2008-05-11,24,4.0,21,2,5.25,10.5,12.0,11,3,0,3,0,0,0,Won
2008,MM Patel,Rajasthan Royals,11,Royal Challengers Bengaluru,2008-05-17,24,4.0,21,2,5.25,10.5,12.0,12,3,0,3,0,0,0,Won
2008,RA Jadeja,Rajasthan Royals,11,Royal Challengers Bengaluru,2008-05-17,12,2.0,21,0,10.5,,,5,3,1,4,0,0,0,Won
2008,SK Trivedi,Rajasthan Royals,11,Royal Challengers Bengaluru,2008-05-17,12,2.0,23,1,11.5,23.0,12.0,3,2,1,3,2,0,2,Won
2008,SK Warne,Rajasthan Royals,11,Royal Challengers Bengaluru,2008-05-17,24,4.0,23,3,5.75,7.67,8.0,9,2,0,2,0,0,0,Won
2008,SR Watson,Rajasthan Royals,11,Royal Challengers Bengaluru,2008-05-17,12,2.0,6,0,3.0,,,7,0,0,0,1,0,1,Won
2008,Sohail Tanvir,Rajasthan Royals,11,Royal Challengers Bengaluru,2008-05-17,24,4.0,10,3,2.5,3.33,8.0,18,0,0,0,3,0,3,Won
2008,YK Pathan,Rajasthan Royals,11,Royal Challengers Bengaluru,2008-05-17,12,2.0,28,0,14.0,,,5,0,4,4,0,0,0,Won
2008,MM Patel,Rajasthan Royals,12,Kolkata Knight Riders,2008-05-20,24,4.0,22,2,5.5,11.0,12.0,14,4,0,4,0,0,0,Won
2008,SK Trivedi,Rajasthan Royals,12,Kolkata Knight Riders,2008-05-20,18,3.0,26,1,8.67,26.0,18.0,7,3,1,4,0,0,0,Won
2008,SK Warne,Rajasthan Royals,12,Kolkata Knight Riders,2008-05-20,18,3.0,21,0,7.0,,,8,0,2,2,0,0,0,Won
2008,SR Watson,Rajasthan Royals,12,Kolkata Knight Riders,2008-05-20,24,4.0,36,0,9.0,,,7,4,1,5,1,0,1,Won
2008,Sohail Tanvir,Rajasthan Royals,12,Kolkata Knight Riders,2008-05-20,24,4.0,26,3,6.5,8.67,8.0,12,2,1,3,2,0,2,Won
2008,YK Pathan,Rajasthan Royals,12,Kolkata Knight Riders,2008-05-20,12,2.0,14,1,7.0,14.0,12.0,3,0,1,1,0,0,0,Won
2008,D Salunkhe,Rajasthan Royals,13,Chennai Super Kings,2008-05-24,6,1.0,14,0,14.0,,,0,2,0,2,0,2,2,Won
2008,MM Patel,Rajasthan Royals,13,Chennai Super Kings,2008-05-24,24,4.0,55,1,13.75,55.0,24.0,3,5,3,8,0,7,7,Won
2008,Pankaj Singh,Rajasthan Royals,13,Chennai Super Kings,2008-05-24,24,4.0,30,0,7.5,,,9,3,1,4,1,0,1,Won
2008,SK Warne,Rajasthan Royals,13,Chennai Super Kings,2008-05-24,24,4.0,35,2,8.75,17.5,12.0,7,2,2,4,1,0,1,Won
2008,Sohail Tanvir,Rajasthan Royals,13,Chennai Super Kings,2008-05-24,24,4.0,33,3,8.25,11.0,8.0,11,4,1,5,1,1,2,Won
2008,YK Pathan,Rajasthan Royals,13,Chennai Super Kings,2008-05-24,18,3.0,31,0,10.33,,,5,3,2,5,0,0,0,Won
2008,Pankaj Singh,Rajasthan Royals,14,Mumbai Indians,2008-05-26,12,2.0,25,0,12.5,,,2,3,0,3,1,0,1,Won
2008,SK Trivedi,Rajasthan Royals,14,Mumbai Indians,2008-05-26,24,4.0,31,2,7.75,15.5,12.0,5,3,0,3,2,0,2,Won
2008,SK Warne,Rajasthan Royals,14,Mumbai Indians,2008-05-26,24,4.0,30,1,7.5,30.0,24.0,7,3,0,3,1,0,1,Won
2008,SR Watson,Rajasthan Royals,14,Mumbai Indians,2008-05-26,18,3.0,30,0,10.0,,,9,4,1,5,1,2,3,Won
2008,Sohail Tanvir,Rajasthan Royals,14,Mumbai Indians,2008-05-26,24,4.0,14,4,3.5,3.5,6.0,14,1,0,1,1,0,1,Won
2008,YK Pathan,Rajasthan Royals,14,Mumbai Indians,2008-05-26,18,3.0,9,0,3.0,,,9,0,0,0,0,0,0,Won
2008,D Salunkhe,Rajasthan Royals,10,Punjab Kings,2008-05-28,18,3.0,23,0,7.67,,,7,2,1,3,0,0,0,Lost
2008,MM Patel,Rajasthan Royals,10,Punjab Kings,2008-05-28,24,4.0,37,0,9.25,,,12,3,3,6,1,0,1,Lost
2008,Pankaj Singh,Rajasthan Royals,10,Punjab Kings,2008-05-28,18,3.0,48,0,16.0,,,3,4,3,7,1,3,4,Lost
2008,SK Trivedi,Rajasthan Royals,10,Punjab Kings,2008-05-28,24,4.0,48,0,12.0,,,7,3,4,7,0,0,0,Lost
2008,SR Watson,Rajasthan Royals,10,Punjab Kings,2008-05-28,24,4.0,40,1,10.0,40.0,24.0,10,7,1,8,1,0,1,Lost
2008,YK Pathan,Rajasthan Royals,10,Punjab Kings,2008-05-28,12,2.0,24,1,12.0,24.0,12.0,2,1,2,3,0,0,0,Lost
2008,MM Patel,Rajasthan Royals,15,Delhi Capitals,2008-05-30,24,4.0,17,3,4.25,5.67,8.0,16,3,0,3,0,0,0,Won
2008,RA Jadeja,Rajasthan Royals,15,Delhi Capitals,2008-05-30,1,0.1,0,0,0.0,,,1,0,0,0,0,0,0,Won
2008,SK Trivedi,Rajasthan Royals,15,Delhi Capitals,2008-05-30,18,3.0,20,1,6.67,20.0,18.0,8,2,1,3,0,0,0,Won
2008,SK Warne,Rajasthan Royals,15,Delhi Capitals,2008-05-30,24,4.0,21,2,5.25,10.5,12.0,11,2,0,2,0,0,0,Won
2008,SR Watson,Rajasthan Royals,15,Delhi Capitals,2008-05-30,18,3.0,10,3,3.33,3.33,6.0,12,1,0,1,1,0,1,Won
2008,Sohail Tanvir,Rajasthan Royals,15,Delhi Capitals,2008-05-30,12,2.0,16,0,8.0,,,1,1,0,1,3,0,3,Won
2008,MM Patel,Rajasthan Royals,16,Chennai Super Kings,2008-06-01,12,2.0,14,0,7.0,,,3,1,0,1,0,0,0,Won
2008,SK Trivedi,Rajasthan Royals,16,Chennai Super Kings,2008-06-01,12,2.0,21,0,10.5,,,2,1,1,2,0,0,0,Won
2008,SK Warne,Rajasthan Royals,16,Chennai Super Kings,2008-06-01,24,4.0,34,0,8.5,,,7,0,3,3,1,0,1,Won
2008,SR Watson,Rajasthan Royals,16,Chennai Super Kings,2008-06-01,24,4.0,29,1,7.25,29.0,24.0,9,2,1,3,1,1,2,Won
2008,Sohail Tanvir,Rajasthan Royals,16,Chennai Super Kings,2008-06-01,24,4.0,40,1,10.0,40.0,24.0,6,4,1,5,1,0,1,Won
2008,YK Pathan,Rajasthan Royals,16,Chennai Super Kings,2008-06-01,24,4.0,22,3,5.5,7.33,8.0,10,1,1,2,0,0,0,Won
2008,AA Noffke,Royal Challengers Bengaluru,1,Kolkata Knight Riders,2008-04-18,24,4.0,40,1,10.0,40.0,24.0,6,2,2,4,5,0,5,Lost
2008,CL White,Royal Challengers Bengaluru,1,Kolkata Knight Riders,2008-04-18,6,1.0,24,0,24.0,,,0,2,2,4,2,0,2,Lost
2008,JH Kallis,Royal Challengers Bengaluru,1,Kolkata Knight Riders,2008-04-18,24,4.0,48,1,12.0,48.0,24.0,8,5,3,8,1,0,1,Lost
2008,P Kumar,Royal Challengers Bengaluru,1,Kolkata Knight Riders,2008-04-18,24,4.0,38,0,9.5,,,10,3,3,6,1,0,1,Lost
2008,SB Joshi,Royal Challengers Bengaluru,1,Kolkata Knight Riders,2008-04-18,18,3.0,26,0,8.67,,,4,0,2,2,0,0,0,Lost
2008,Z Khan,Royal Challengers Bengaluru,1,Kolkata Knight Riders,2008-04-18,24,4.0,38,1,9.5,38.0,24.0,8,3,2,5,0,0,0,Lost
2008,B Akhil,Royal Challengers Bengaluru,2,Mumbai Indians,2008-04-20,18,3.0,17,2,5.67,8.5,9.0,6,2,0,2,0,0,0,Won
2008,JH Kallis,Royal Challengers Bengaluru,2,Mumbai Indians,2008-04-20,18,3.0,43,0,14.33,,,2,7,1,8,2,0,2,Won
2008,P Kumar,Royal Challengers Bengaluru,2,Mumbai Indians,2008-04-20,24,4.0,29,1,7.25,29.0,24.0,11,3,1,4,1,0,1,Won
2008,R Vinay Kumar,Royal Challengers Bengaluru,2,Mumbai Indians,2008-04-20,24,4.0,41,0,10.25,,,8,3,3,6,0,0,0,Won
2008,SB Joshi,Royal Challengers Bengaluru,2,Mumbai Indians,2008-04-20,12,2.0,10,0,5.0,,,5,1,0,1,0,0,0,Won
2008,Z Khan,Royal Challengers Bengaluru,2,Mumbai Indians,2008-04-20,24,4.0,17,2,4.25,8.5,12.0,13,2,0,2,0,0,0,Won
2008,A Kumble,Royal Challengers Bengaluru,3,Rajasthan Royals,2008-04-26,24,4.0,22,0,5.5,,,10,2,0,2,1,0,1,Lost
2008,JH Kallis,Royal Challengers Bengaluru,3,Rajasthan Royals,2008-04-26,6,1.0,7,0,7.0,,,2,1,0,1,0,0,0,Lost
2008,P Kumar,Royal Challengers Bengaluru,3,Rajasthan Royals,2008-04-26,18,3.0,42,1,14.0,42.0,18.0,5,8,1,9,0,0,0,Lost
2008,R Vinay Kumar,Royal Challengers Bengaluru,3,Rajasthan Royals,2008-04-26,12,2.0,15,0,7.5,,,4,2,0,2,1,0,1,Lost
2008,SB Joshi,Royal Challengers Bengaluru,3,Rajasthan Royals,2008-04-26,19,3.1,27,1,8.53,27.0,19.0,9,4,1,5,0,0,0,Lost
2008,Z Khan,Royal Challengers Bengaluru,3,Rajasthan Royals,2008-04-26,24,4.0,24,1,6.0,24.0,24.0,14,5,0,5,0,0,0,Lost
2008,B Akhil,Royal Challengers Bengaluru,4,Chennai Super Kings,2008-04-28,24,4.0,34,0,8.5,,,9,1,3,4,0,0,0,Lost
